,Tweets,User,User_location,fav_count,rt_count,tweet_date
0,"Lockdown 5.0
...
#lockdown #lockdown2020 #lockdownlife #extended #lockdownextended #lockdown5 #indialockdown #india… https://t.co/pEfNBkEj8w",designershreyas,"Mumbai, India",0,0,2020-05-31 07:30:32
1,"Are you considering closing your SIP?
Are there different types of SIP investors?
Follow &amp; like Us to get best guid… https://t.co/yzwcOxi1pu",Invest My Funds,"416, Laxmi Deep Building",1,0,2020-05-31 07:02:51
2,"Lockdown 5.0 be like.

*Upar upar se karlo*

#Lockdown5 #indialockdown #lockdownmeme #memes #desimemes #indianmemes",sanju pal,,0,0,2020-05-31 06:40:09
3,"Well, my shoes and lipsticks probably think I died.??

#QurantineLife #indialockdown #pandemicdays #LifeInTimesOfCorona #MissingPreQurantine",RV,"india,mumbai",1,0,2020-05-31 06:33:24
4,"CoronaVirus Latest Updates In Andhra Pradesh, Telangana, And India At 11:15 AM On 31st May 2020.… https://t.co/Av49Cu8qzb",Mango News,Hyderabad,0,0,2020-05-31 05:53:40
5,"RT @abntelugutv: Heart-breaking video of toddler trying to wake up his Lifeless mother at Bihar Railway Station. According to her family, s…",Rajershi ????,India,0,10,2020-05-31 05:03:24
6,"RT @Lady_nishaaa: Are they starting International Flights to/fro India?

#IndiaLockdown",Prabhat Chandra,"Bengaluru, Karnataka",0,1,2020-05-31 00:10:16
7,"[Lockdown self-service] Drinking water stopped during lockdown :( No worries!

How to fix pureit red light at home… https://t.co/EsB9MZ674a",messyinfotainment,Bangalore,0,0,2020-05-30 19:26:36
8,"RT @BhadaniPradeep: @IndiGo6E @DGCAIndia @IndiGo6E can you provide explanation?

@DGCAIndia @PiyushGoyal @PiyushGoyalOffc @HardeepSPuri @PM…",Pramod,"Bhopal, India",0,3,2020-05-30 18:27:59
9,Initially you guys posted the news with a datebof may 25th.... strange.. or were u guys trying to predict the futur… https://t.co/OkZft0Vf6F,Rohail,,0,0,2020-05-30 17:09:02
10,"RT @V6News: Lockdown 5.0: Malls, Restaurants, Places Of Worship Can Open Starting June 8 | V6 News

#Coronavirus #IndiaLockdown #Lockdown5",Susheel Kumar,"Hyderabad, India",0,4,2020-05-30 16:36:42
11,RT @amiRohit: @BSNLCorporate What about the #Pan #India #bsnlfightscorona Tariff offer given to all  Indian states even to #Lashwadweep whi…,Dr Suneeta,"New Delhi, India",0,4,2020-05-30 16:14:48
12,"RT @abntelugutv: Heart-breaking video of toddler trying to wake up his Lifeless mother at Bihar Railway Station. According to her family, s…",vasanth vasu,,0,10,2020-05-30 16:04:12
13,"RT @V6News: Lockdown 5.0 extended in containment zones till June 30 | V6 News
Watch Video &gt;&gt; https://t.co/VtHJfwKymP

#Coronavirus #IndiaLo…",mahesh ankam,,0,1,2020-05-30 15:58:01
14,June 8th it is ... #Hyderabad #hyderbadlockdown #indialockdown https://t.co/4T0YdLm0M0,Rohail,,0,0,2020-05-30 15:52:01
15,"My humble request to @ArvindKejriwal  sir to just play one match with me.
@PUBGMOBILE @PUBGMOBILE_IN 
#PUBGMOBILE… https://t.co/Pg8Xc5XoQi",AviNaash????,"Gujarat, India",0,0,2020-05-30 15:32:49
16,"RT @V6News: Lockdown 5.0: Malls, Restaurants, Places Of Worship Can Open Starting June 8 | V6 News

#Coronavirus #IndiaLockdown #Lockdown5",??????,"Yellandu, India",0,4,2020-05-30 15:25:20
17,#indialockdown India has been in lockdown since 22nd March 2020. Now the Govt has announced a modified version 5.0… https://t.co/xEMgJWwdGj,Rakesh Mital,India,0,0,2020-05-30 15:06:38
18,"RT @9415Swami: Hello Mr. Steve Honckey Sir,
 before Modi's lockdown commented, 'Let us also talk about the Corona Index being developed in…",Alkesh Joshi,In Gujarat(India),0,4,2020-05-30 15:05:45
19,"Great, my bedtime remains unchanged. #indialockdown https://t.co/RERY8OF6xw",sheba thayil,Bangalore,2,0,2020-05-30 15:01:26
20,"What are the relaxation in Lockdown 5.0 !!! 

https://t.co/TSOVZbCSkP

#lockdown2020 #Lockdownextention… https://t.co/YcL5XFOli2",Surya Speak,,0,0,2020-05-30 14:59:42
21,"RT @V6News: Lockdown 5.0: Malls, Restaurants, Places Of Worship Can Open Starting June 8 | V6 News

#Coronavirus #IndiaLockdown #Lockdown5",Lakshmi Narayana Goud,"Proddatur, India",0,4,2020-05-30 14:38:44
22,"RT @priyanshyadav: Unrestricted movement of persons and goods

There shall be no restriction on inter-State and intra-State movement of per…",Arindam Panda,"Kanthi, India",0,1,2020-05-30 14:38:41
23,"What do you call skipping in Punjabi ??????? 

#simmisakhuja 
#desipunjabisimmi 
#punjabicomedy 
#punjabimemes… https://t.co/u2YGsHbrSq",Simmi Sakhuja,Mumbai,0,1,2020-05-30 14:29:13
24,"RT @V6News: Lockdown 5.0: Malls, Restaurants, Places Of Worship Can Open Starting June 8 | V6 News

#Coronavirus #IndiaLockdown #Lockdown5",Abhishek Singh David,"Bihar, India",0,4,2020-05-30 14:27:28
25,"Lockdown 5.0 extended in containment zones till June 30 | V6 News
Watch Video &gt;&gt; https://t.co/VtHJfwKymP… https://t.co/qrBB4DbpEE",V6 News,"Hyderabad, Telangana, India",9,1,2020-05-30 14:25:03
26,"Lockdown 5.0: Malls, Restaurants, Places Of Worship Can Open Starting June 8 | V6 News

#Coronavirus #IndiaLockdown #Lockdown5",V6 News,"Hyderabad, Telangana, India",20,4,2020-05-30 14:23:29
27,"Temples to open from June 8. Lockdown 5 - easing out, except for containment zones.
 #covid19 #coronavirus… https://t.co/CH2LkaEMEi",Addittya Tamhankar,Pune,0,0,2020-05-30 14:10:16
28,"RT @indiatvnews: #BREAKING | Air India's Delhi-Moscow flight returns midway after ground team realises pilot is COVID-19 positive
#AirIndia…",PATANJALI YOGPRACHARAK MAYA JI BANMANKHI (PURNIA),"?????, ????",0,6,2020-05-30 14:09:02
29,Send them over to https://t.co/Yk02LCJ9wc and we'll get the answers from concerned authorities. Select answers will… https://t.co/1Ccx4IrVA9,The Times Of A Better India,,0,0,2020-05-30 14:07:53
30,"Unrestricted movement of persons and goods

There shall be no restriction on inter-State and intra-State movement o… https://t.co/GzNztVUS8A",Priyansh Yadav,"Gurgaon, India",1,1,2020-05-30 14:06:41
31,"#Lockdown5 | Govt extends the #Lockdown in Containment Zones upto 30 June 2020.

Prohibited activities to be reopen… https://t.co/PmKmqnx1wb",First India,"Jaipur, India",3,0,2020-05-30 14:02:26
32,"CoronaVirus Latest Updates In Andhra Pradesh, Telangana And India At 07:30 PM On 30th May 2020.

#IndiaLockDown… https://t.co/JYdeUx7yor",Mango News,Hyderabad,0,0,2020-05-30 14:00:01
33,India lockdown will continue to remain in force till June 30 in containment zones that will be demarcated by distri… https://t.co/9T4BvB7AO2,Divya Chowdhury,"Mumbai, India",2,0,2020-05-30 13:58:21
34,"#MHA says all activities to be relaxed in a phased manner outside containment zones, as per Health Ministry guideli… https://t.co/AudvasOe3J",News Vibes of India,,0,0,2020-05-30 13:40:46
35,"RT @thefirstindia: #UNLOCK1 | #Phase1- Religious places and places of worship for public; hotels, restaurants and other hospitality service…",*Deepak Rajput *5 ??? 2020 ???? ????? ????? ????*,"Jashpur, India",0,1,2020-05-30 13:38:12
36,"#UNLOCK1 | #Phase1- Religious places and places of worship for public; hotels, restaurants and other hospitality se… https://t.co/HKC8xjTsvf",First India,"Jaipur, India",1,0,2020-05-30 13:35:08
37,"#UNLOCK1 | #Phase1- Religious places and places of worship for public; hotels, restaurants and other hospitality se… https://t.co/znbxqIbhPj",First India,"Jaipur, India",2,1,2020-05-30 13:34:59
38,Lockdown is extended till June 30 but malls and temples are open? I'm confused #Lockdownextention #indialockdown… https://t.co/m0mfk8g2C0,Mia,Winterfell,0,0,2020-05-30 13:26:27
39,A must read #covidindia #MigrantLivesMatter #MigrantsOnTheRoad #indialockdown https://t.co/p3eVeaQCvB,sunaina s ahluwalia,,0,0,2020-05-30 12:29:40
40,If you know about any such unsung #LockdownHeores share their stories with us at https://t.co/kpPdaD37iP. Selected… https://t.co/wu4w6bnaTK,The Times Of A Better India,,0,0,2020-05-30 12:05:55
41,"Let #India handle d cases instead of trying to confuse it
GDP wud be -ve, exports wud b -ve, blah blah
dat's going… https://t.co/IJeO4Hdjdi",Abhilash,"Nashik, Maharashtra",0,0,2020-05-30 11:48:59
42,"May be 1 lakh cases in month of March wud have been stupendous
today at the end of May with 50% recovered the task… https://t.co/fBQbRAwzOl",Abhilash,"Nashik, Maharashtra",0,0,2020-05-30 11:48:58
43,"Hav u seen - some worried about relaxations of shutdown &amp; some others about increasing relaxations
India isn't just… https://t.co/7AovqlI5ga",Abhilash,"Nashik, Maharashtra",0,0,2020-05-30 11:48:57
44,"Thank you @SonuSood sir. Such u r a great person nd vry gd actor...????
he is the REAL HERO??????
keep it up. ????… https://t.co/OfkmDFZQ6s",Sekh Hasiruddin Box,"Balasore , Odisha , India ????",0,0,2020-05-30 11:23:20
45,"Why no one understands that covid-19 was in India in November 2019, unrestricted travel was between Wuhan and all o… https://t.co/y4kH2L9MC3",vinay,Bangalore,0,0,2020-05-30 11:19:55
46,"Nothing lasts forever; even this time will pass away.
.
.
.
.
.
#coronathoughts #stayaware #coronastopkarona… https://t.co/7VcmpTzlMn",Bugsbunndo,Dominican republic,0,0,2020-05-30 11:18:50
47,"RT @OrientalEnigma: ..
???? Meanwhile in India....

?? A gift of shoes and the long walk home ~ in searing heat ~ continues for many migrants…",?? Noor un Nisa ??,As Karma determines (OC RP21+),0,2,2020-05-30 10:31:05
48,@BDUTT @themojo_in A wonderful journey across India by a journalis by road during #COVID__19 and #indialockdown era… https://t.co/bhYBsO6j8k,NowshadPangode,"Dubai, United Arab Emirates",0,0,2020-05-30 09:54:57
49,"Are they starting International Flights to/fro India?

#IndiaLockdown",Lady Nisha,"London, England",10,1,2020-05-30 09:27:30
50,"RT @indiatvnews: #BREAKING | Air India's Delhi-Moscow flight returns midway after ground team realises pilot is COVID-19 positive
#AirIndia…",Nikita,????,0,6,2020-05-30 08:56:04
51,"RT @indiatvnews: #BREAKING | Air India's Delhi-Moscow flight returns midway after ground team realises pilot is COVID-19 positive
#AirIndia…",Dinesh Mohata,,0,6,2020-05-30 08:55:51
52,"RT @indiatvnews: #BREAKING | Air India's Delhi-Moscow flight returns midway after ground team realises pilot is COVID-19 positive
#AirIndia…",India Post,"Fremont, CA, USA",0,6,2020-05-30 08:54:02
53,"RT @indiatvnews: #BREAKING | Air India's Delhi-Moscow flight returns midway after ground team realises pilot is COVID-19 positive
#AirIndia…",Sajal Sahu,"New Delhi, India",0,6,2020-05-30 08:53:02
54,#BREAKING | Air India's Delhi-Moscow flight returns midway after ground team realises pilot is COVID-19 positive… https://t.co/UTZ7rC6gLA,India TV,India,35,6,2020-05-30 08:52:32
55,"India Lockdown - After The End Of Lockdown 4.0 on May 31, What Lockdown 5.0 May Look Like 
Watch Full Video...… https://t.co/UsLVyPR0a1",ABN Telugu,"Jubilee Hills, Hyderabad",3,0,2020-05-30 07:57:46
56,"#IndiaLockdown - After The End Of Lockdown 4.0 on May 31, What Lockdown 5.0 May Look Like 
#lockdownextension india… https://t.co/w5VmjQUIJB",ABN Telugu,"Jubilee Hills, Hyderabad",1,0,2020-05-30 07:49:36
57,"Sonam Wangchuk message to people
https://t.co/4TbeRYXHoo
#IndiaFightsCorona #IndiaLockDown #StayHomeIndia
#Covid_19… https://t.co/gkVJp9G07b",First Verdict Media,"Himachal Pradesh, India",0,0,2020-05-30 07:03:51
58,"#AkalAcademy #IndiaLockdown #FightAgainstCovid-19 #MartyrdomDay

Homage to Fifth Master by rural students while sta… https://t.co/pmnNiOXo2a",Kalgidhar Trust,India,0,0,2020-05-30 06:28:10
59,"#howto be #fit in #lockdown4 . https://t.co/QIYBbLaKIi .
#AtHome . Best #fitness #healthprogram . #physicalroutines… https://t.co/RYr0exZC5x",Nutrafy,"Gurgaon, India",2,0,2020-05-30 05:50:39
60,"Are you following all the Social Distancing measures? 

#WeStandUnited #WeAreOne #indialockdown #indiafightcorona… https://t.co/eYGj2lHUeu",Naturals by Skas,"A-5/4. Mayapuri Phase -II,
New Delhi-110064 , India",0,0,2020-05-30 05:00:09
61,"Display Racks Manufacturers

 #india #india #stayhomestaysafe #socialdistancing #covid_19 #innovation… https://t.co/JoMXYEi0X3",unitechrack,,0,0,2020-05-30 04:16:46
62,"An eerily deserted inner circle of Connaught Place.
...
...
...
#lockdown #indialockdown #connoughtplace… https://t.co/dnVh6ZFzX2",Sahil Vohra,New Delhi,2,0,2020-05-30 04:05:36
63,This is to support poor children online education in India. Pliz support and donte. Pliz donate some amount. RT &amp; s… https://t.co/iJjTanCn85,Katrin Moirangthem,"Bengaluru, India",1,0,2020-05-30 03:22:28
64,"Type I am a Winner...
.
.
.

..
.
#coronathoughts #stayaware #brandingred #coronastopkarona #coronamatkarona… https://t.co/gvWiMqIrEA",Branding Red,,0,0,2020-05-29 23:55:06
65,"RT @NeerajKumarJad1: Day 66 of #IndiaLockdown. UP112 Ghaziabad silently doing a great job. Handled more than 33,000 lock down related calls…",ABHISHEK,INDIA,0,2,2020-05-29 19:50:57
66,RT @AnumitaGoswami: 2.#PoliceBrutality- #PoliceBrutality is glorified in Indian movies. No one preaches or talks against #PoliceBrutality.…,???????/Saileena/???????/??????,Bengal ,0,1,2020-05-29 19:33:19
67,2.#PoliceBrutality- #PoliceBrutality is glorified in Indian movies. No one preaches or talks against… https://t.co/1TuWPcVRS9,Argumentative bong,"Tampere, Finland",3,1,2020-05-29 19:29:08
68,"RT @NeerajKumarJad1: Day 66 of #IndiaLockdown. UP112 Ghaziabad silently doing a great job. Handled more than 33,000 lock down related calls…",TheKhabriLaal,"??????, (????? ??????) ????",0,2,2020-05-29 19:11:43
69,"Day 66 of #IndiaLockdown. UP112 Ghaziabad silently doing a great job. Handled more than 33,000 lock down related ca… https://t.co/4HmIzU0Puo",Neeraj Kumar Jadaun,,20,2,2020-05-29 19:07:17
70,Rahu The Magician ====#astrologyvideos #astrologyfact #viralastrology #astrologicalsign #astrologypower… https://t.co/IJYiO2v9Sx,Astrobelief Astrology,"Thane West, Thane",1,0,2020-05-29 18:09:30
71,"https://t.co/41IDSLI1Ba
 Subscribe Pulkit Mohan Singla on YouTube for videos on paranormal activity and ghost and s… https://t.co/h0EIdG9PAk",Pulkit mohan singla,Delhi,0,0,2020-05-29 17:08:49
72,RT @KaajalKoyal: A complete lockdown across the country for 21 days till 14th April 2020. Social distancing is the only way to combat the d…,manju pasi,India,0,1,2020-05-29 16:52:49
73,"https://t.co/GsfKz9e8py
#dirilisertugrul #ghaziertugrul #osmangazi #viralvideo #trinding #nurgrul #indialockdown… https://t.co/D2srI9JN6J",Media Star,,0,0,2020-05-29 16:43:17
74,RT @vimalc: India Lockdown #IndiaLockdown #COVID19 #MigrantCrisis https://t.co/2ZvP008e5A,Suraj Pulikotil,Mumbai,0,1,2020-05-29 16:34:21
75,India Lockdown 4.0: FM reviews economy; GDP data will release today and SC slaps govts over migrant issues… https://t.co/fpORZTJad1,BC Gupta,New Delhi,0,0,2020-05-29 16:03:28
76,You've brought us very close (93%) to achieving our fundraising goal to help families struggling with food insecuri… https://t.co/9WQeB8nSXP,iPartnerindia_Canada,"Toronto, Ontario",4,0,2020-05-29 15:56:27
77,"Bizarre incident of monkeys escaping with COVID-19 samples after attacking a lab assistant in Delhi, India.  What t… https://t.co/oIlT67aU2r",Eugenie Absalom,"London, England",1,0,2020-05-29 15:50:03
78,"Documentary about plight of the migrant workers in Delhi.
#MigrantWorkers #indialockdown #PlightIndia… https://t.co/0tApnIJ9EK",Naga Karthik,Chennai,0,0,2020-05-29 15:44:56
79,New Video on the latest air travel guidelines by the aviation ministry of India now up on my Youtube Channel… https://t.co/HPswjRTamB,Mr.Matta,"Mumbai, India",0,0,2020-05-29 15:33:25
80,"Playing online Ludo should now be included in employee engagement activities. 

#COVID?19 #IndiaLockDown",Mr Corporate Bakchod,Zilla Bakchod,0,0,2020-05-29 15:12:29
81,India Lockdown #IndiaLockdown #COVID19 #MigrantCrisis https://t.co/2ZvP008e5A,Vimal Chandran,Bangalore/India,1,1,2020-05-29 14:57:39
82,Gdp growth 11 years slow hogaye hai ..... government kaise cover karenge ye saab ...youth ko jawab chaye… https://t.co/92J3nHwzpH,QuaziMoin,,1,0,2020-05-29 14:24:15
83,"Stay safe and stay informed!

#coronavirus #lockdown2020 #timesofindia #lockdown4 #coronavirusoutbreak #covid_19… https://t.co/iMgURJbAOx",The Times Of A Better India,,0,0,2020-05-29 14:20:30
84,"Mumbai: Equity benchmark ended higher on Friday. At close, the Sensex was up 223.51 points or 0.69% at 32,424.10, a… https://t.co/Wc40uJIyVc",Mango News,Hyderabad,1,0,2020-05-29 12:45:00
85,"494 domestic flights ferried 38,078 passengers in India on Thursday: Government #HardeepSinghPuri #Indialockdown… https://t.co/2KxBUmj0pu",The Hans India,Hyderabad,0,0,2020-05-29 12:33:18
86,"RT @OrientalEnigma: ..
???? Meanwhile in India....

?? A gift of shoes and the long walk home ~ in searing heat ~ continues for many migrants…",?? Zafar the Djinn ??,At peace with my Begum. ,0,2,2020-05-29 12:19:46
87,Interesting data!! Currency in circulation up by 10% in #indialockdown !! who is hoarding?? Any views? https://t.co/tvMHFrh6uU,Mehul Patel,,0,0,2020-05-29 11:53:28
88,"RT @ACSouthAsia: #India: Official estimates undercount short-term migrants who are the most vulnerable, and differ significantly from more…",Sumera Saleem,,0,2,2020-05-29 11:27:10
89,RT @TrendPSPK: COMPLETE NATION LOCKDOWN for 21 days starting from 12:00AM tonight. Measures stricter than those during a curfew would be in…,Prudhvi Naidu??,Live in Bhadrachalam in India,0,306,2020-05-29 11:18:38
90,"when villagers pronounced ""school"" as "" ??????"" we all laughed, but we are now by default pronouncing the same “e-s… https://t.co/Mp5BhX1P4e",Kalpak Shah,Mumbai,0,0,2020-05-29 11:15:26
91,"Centre Seeks CMs Opinion On #Lockdown5 

#LockdownExtension #CoronaVirus #COVID19 #IndiaLockdown #CoronaLockdown https://t.co/YfkWYkSBuR",Hi Hyderabad,"Hyderabad, India",1,0,2020-05-29 10:49:26
92,Govt deciding on extending lockdown for the 5th time. Meanwhile “Me”?? #IndiaLockdown #COVID19 #coronavirus… https://t.co/yAVqwap3jP,Akshay Dinani,,0,0,2020-05-29 09:38:09
93,"..
???? Meanwhile in India....

?? A gift of shoes and the long walk home ~ in searing heat ~ continues for many migra… https://t.co/FBYmTLTURW",?? Noor un Nisa ??,As Karma determines (OC RP21+),9,2,2020-05-29 07:51:14
94,"RT @et_cfo: Covid-19: Supply chain disruptions are over in pharma sector, says Dr Reddy’s CFO
#SupplyChain #Pharma #IndiaLockdown #Coronavi…",Marc R Gagné MAPP ??,"Ottawa, Ontario",0,1,2020-05-29 07:45:26
95,"Schools in West Bengal to remain closed till June 30

@itspcofficial #covid19 #Indialockdown #CycloneAmphan

https://t.co/KRgm88dsGU",EducationWorld India,India,3,1,2020-05-29 07:09:59
96,"Covid-19: Supply chain disruptions are over in pharma sector, says Dr Reddy’s CFO
#SupplyChain #Pharma… https://t.co/TY2N4e7WRi",ETCFO,"Noida, India",1,1,2020-05-29 05:57:17
97,I am gonna stop making junk food and posting photos on instagram as I am expecting the lockdown to end in the next… https://t.co/nvqf2Z7kRq,Pratik Girme,Pune,0,0,2020-05-29 05:54:46
98,I am gonna stop making junk food at home coz I am expecting the lockdown to open #lockdown #Indialockdown #Lockdownextension,Pratik Girme,Pune,0,0,2020-05-29 05:48:34
99,India Lockdown 4.0: FM reviews economy; GDP data will release today and SC slaps govts over migrant issues… https://t.co/9Ymcfc4zPg,ETCFO,"Noida, India",0,0,2020-05-29 05:47:47
100,"https://t.co/axjtQe8oT9 

Impact of decisions on ""4 hour notice""

Many banks &amp; financial institutions reviewing the… https://t.co/oJ1OV3IbM4",Vinoo Titty George,The world ,0,0,2020-05-29 05:02:36
101,"CoronaVirus Latest Updates In Andhra Pradesh, Telangana And India At 10:30 AM On 29th May 2020.… https://t.co/bBY3S6A9dC",Mango News,Hyderabad,0,0,2020-05-29 05:00:00
102,"It cracks me up when people think the world is so unfair and cruel, when they are only dealing with the consequence… https://t.co/LJN5VqqzZp",LoneWolf.64,Namibia,0,0,2020-05-29 04:11:50
103,"Maintain social distance in bus stands and public places. 

#Corona #StayHomeStaySafe #NGO #IndiaLockDown… https://t.co/HL97Ortx4Q",Tapasvi,"Hyderabad, India",0,0,2020-05-29 04:03:07
104,"66 Days of Laziness #lockdownextension #KehDiyaNaaBaasKehDiya
#IndiaFightsCorona #indialockdown https://t.co/OX3nGYu501",Manners Maketh Man,earth,0,0,2020-05-29 04:01:10
105,"RT @IpartnerindiaC: The #COVID19 pandemic &amp; #IndiaLockdown have highlighted #India's inequalities.

There is an immediate need to provide r…",Eshant Rajput,"New Delhi, India",0,3,2020-05-29 03:52:02
106,At least some people will still have faith in humanity! @NLSIUofficial #MigrantsCrisis #migrants #airasia… https://t.co/ualPY9g6LY,Preeti Anand,,1,0,2020-05-29 03:22:43
107,"RT @MumbaiMirror: 40 doctors attached to the 1 Rupee Clinic will from today, offer to treat 800 #asymptomatic and mildly #symptomatic #COVI…",Ansari Salman,"Dhule, India",0,5,2020-05-28 19:49:20
108,"""How 2 #TribalWomen Fled Debt Bondage, #Rape Amid Lockdown in B’luru"" -https://t.co/3CoBesv6gA
#IncredibleIndia #bondedlabour #indialockdown",Men 4 Womens Rights,,0,0,2020-05-28 18:11:41
109,"Let's get the virus away by keep the limited spirit.

#coronathoughts #stayaware #coronastopkarona #coronamatkarona… https://t.co/1zNBwm49ef",agus anggayana,,0,0,2020-05-28 17:47:49
110,@ajinkyabapat1 @sardesairajdeep Don't feel intimidated by Kant. #india #indialockdown @NITIAayog,frankee chacko,"Navi Mumbai, India",0,0,2020-05-28 17:38:25
111,"RT @MumbaiMirror: #WATCH: Pre-monsoon cleaning work takes place in a choked gutter at Maharashtra nagar, Sion Koliwada

#MumbaiFightsCovid1…",QUEEN,REAL LIFE DiGiTaL,0,11,2020-05-28 17:22:36
112,"Nowadays media
#coronavirus
#ChineseVirus19
#media
#IndiaFightsCorona
#indialockdown https://t.co/zAaYfXiFG6",???????????????,India,0,0,2020-05-28 17:04:49
113,RT @onlyafrinkhan: @shaktiarora @Arohi_Payel @Shaktian_Ranvir Dear SA??3 times #indialockdown Extended but U haven't shared with Us ur home…,Akash'S Star???????,"Kosamba, India",0,1,2020-05-28 16:38:01
114,"RT @ShameerShazin: What are you talking about? 
Without labour, the country's devolopment cannot be predicted.The pre-independence and post…",Muhammed Irshad,"Bengaluru, India",0,2,2020-05-28 14:23:02
115,"As if Lockdown 4.0 was of any help,  we have entered #Lockdown5 #indialockdown",Preethi Agnes,India,0,0,2020-05-28 14:11:02
116,"RT @VyaparApp: Lockdown 4- New guidelines from ministry of home affairs.?

#LocalForVocal #janatacurfew #janatacurfewindia #indialockdown #…",shubhankarshubham,,0,1,2020-05-28 14:06:10
117,"CoronaVirus Latest Updates In Andhra Pradesh, Telangana And India At 07:30 PM On 28th May 2020.… https://t.co/PPygwzaTOd",Mango News,Hyderabad,0,0,2020-05-28 14:00:00
118,"RT @ShameerShazin: What are you talking about? 
Without labour, the country's devolopment cannot be predicted.The pre-independence and post…",Muhammed  Zainuddeen,"Anekal Bangaluru, India",0,2,2020-05-28 13:32:39
119,"What are you talking about? 
Without labour, the country's devolopment cannot be predicted.The pre-independence and… https://t.co/ExPaH4gJEh",Shameer Shazin,"???????, ????",2,2,2020-05-28 13:31:33
120,"RT @VyaparApp: The new normal!????

#SocialDistancing #socialdistancing2020 #pandemic #pandemic2020 #janatacurfew #janatacurfewindia #indialo…",shubhankarshubham,,0,4,2020-05-28 13:13:08
121,had que frm d intelligent persons #COVID19 #indialockdown #BJPFailsGujarat only 1 person allowed on 2wheler and mor… https://t.co/HWRjbYKxkD,Vatsal Patel,,1,0,2020-05-28 13:03:11
122,"RT @ShameerShazin: Implementing your fascist ideology, 
Your attempt to steal the right of labor,poor and minority.I will remind you, India…",Faizal Ammembala,Mangalore city india,0,3,2020-05-28 12:32:38
123,"RT @ShameerShazin: Implementing your fascist ideology, 
Your attempt to steal the right of labor,poor and minority.I will remind you, India…",abusali fahad,,0,3,2020-05-28 12:30:43
124,"RT @ShameerShazin: Implementing your fascist ideology, 
Your attempt to steal the right of labor,poor and minority.I will remind you, India…",Ikramuddin Shaikh,,0,3,2020-05-28 12:19:55
125,"Implementing your fascist ideology, 
Your attempt to steal the right of labor,poor and minority.I will remind you,… https://t.co/lLY2K5tuJ8",Shameer Shazin,"???????, ????",3,3,2020-05-28 12:17:04
126,"Traditional way to SIP!
Follow &amp; like Us to get best guidance, Updates &amp; #InvestingTips about #MutualFund.
.
.
.… https://t.co/VmjFfyadOC",Invest My Funds,"416, Laxmi Deep Building",1,0,2020-05-28 11:22:03
127,"RT @abntelugutv: Heart-breaking video of toddler trying to wake up his Lifeless mother at Bihar Railway Station. According to her family, s…",Tupakula Bhagath Babu,hyderabad,0,10,2020-05-28 11:18:32
128,"They Need your help ???? https://t.co/rOF9hol6da   

#covid19 #indialockdown #HelpingHands #helpinghomless #kokavlogs https://t.co/EZi7mmvRXE",Pratik Suryawanshi,"Andheri West, Mumbai",1,0,2020-05-28 10:43:59
129,"Fried Chicken Wings By Me..
#ChickenWings #FriedChicken #HomeMade #FitnessFood #HealthyFood #FoodBlog #FoodBlogger… https://t.co/jsHORdGvlW",Gagan,"Delhi, India",0,0,2020-05-28 10:06:32
130,"RT @ICMRNIN: While you #StayHome #StaySafe in #IndiaLockDown if you are looking for scientific advice on building immunity, here are guidel…",RayTaylor,"Delhi India, or Oxford England",0,7,2020-05-28 10:06:27
131,"Your view: Is the Modi govt doing enough to feed India's hungry?

https://t.co/DxYaCvqIQH

#NarendraModi… https://t.co/ZJCksFk9I7",Yahoo India,World Wide Web,0,0,2020-05-28 09:27:39
132,"RT @abntelugutv: Heart-breaking video of toddler trying to wake up his Lifeless mother at Bihar Railway Station. According to her family, s…",RAKESH.E,"Andhra Pradesh, India",0,10,2020-05-28 08:33:04
133,"RT @abntelugutv: Heart-breaking video of toddler trying to wake up his Lifeless mother at Bihar Railway Station. According to her family, s…",V Rajunayak,,0,10,2020-05-28 08:28:56
134,"RT @abntelugutv: Heart-breaking video of toddler trying to wake up his Lifeless mother at Bihar Railway Station. According to her family, s…",Sampath kumar,"Hyderabad, India",0,10,2020-05-28 08:24:55
135,RT @amiRohit: @BSNLCorporate What about the #Pan #India #bsnlfightscorona Tariff offer given to all  Indian states even to #Lashwadweep whi…,Priyanka Singh,Port Blair,0,4,2020-05-28 08:13:03
136,"RT @abntelugutv: Heart-breaking video of toddler trying to wake up his Lifeless mother at Bihar Railway Station. According to her family, s…",Simhadri CH,"Bolarum, Secunderabad",0,10,2020-05-28 07:57:39
137,"RT @abntelugutv: Heart-breaking video of toddler trying to wake up his Lifeless mother at Bihar Railway Station. According to her family, s…",insurrection k,"hyd,india",0,10,2020-05-28 07:50:39
138,"RT @abntelugutv: Heart-breaking video of toddler trying to wake up his Lifeless mother at Bihar Railway Station. According to her family, s…",chay,,0,10,2020-05-28 07:50:17
139,Heart-breaking video of toddler trying to wake up his Lifeless mother at Bihar Railway Station. According to her fa… https://t.co/DJtPxKtnGs,ABN Telugu,"Jubilee Hills, Hyderabad",34,10,2020-05-28 07:46:24
140,RT @amiRohit: @BSNLCorporate What about the #Pan #India #bsnlfightscorona Tariff offer given to all  Indian states even to #Lashwadweep whi…,Siddharth Naidu,Bangalore,0,4,2020-05-28 07:03:19
141,RT @amiRohit: @BSNLCorporate What about the #Pan #India #bsnlfightscorona Tariff offer given to all  Indian states even to #Lashwadweep whi…,COI,?????????,0,4,2020-05-28 06:31:16
