,Tweets,User,User_location,fav_count,rt_count,tweet_date
552,Well said @alokanuj ?? #COVID19India https://t.co/KZWuOBjPQC,pn vasanti,"New Delhi, India",0,0,2020-05-31 06:04:32
553,"RT @niraj_srkian: Somebody asked me...

Apart from #hydroxychroloquine what do india have to fight with covid..?

I answered Sonu Sood ??????…",Shashank P,,0,2,2020-05-31 06:04:29
554,Wonderful weather doesn't signify covid is over ?? ........#gocoronago #COVID19India #coronavirus #Lockdown4 https://t.co/uRWGHlwTkQ,Suruchi Yadav??,"Gwalior, India",2,0,2020-05-31 06:03:19
555,"Just read how TN government is dealing with the lockdown, it’s commandable effort, Hope my state learns for it!… https://t.co/LZ6KcRZSHg",Hitarth Solanki,All Over,0,0,2020-05-31 06:03:07
556,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Hitesh,India,0,217,2020-05-31 06:02:34
557,".@CNBCTV18Live
#COVID19India update, last 24 hours
Total Cases Rise By 8,380
Active Cases By 3,573
Recoveries Rise By 4,614
Deaths Up 193",Abhishek Kothari ????,"Mumbai, India",6,1,2020-05-31 06:02:18
558,"Watch the latest cases of #COVID19India
https://t.co/1LWcqxkcNY
#coronavirus https://t.co/nIwUt08PjR",Siman,,0,0,2020-05-31 06:01:10
559,"#Boost #immunity to fight against 
#COVID #COVID19India
For #vitaminC
#Indian #MiddleClass #Poor #Families
can… https://t.co/Mb7rG9ndeG",AmeyR,Pune,4,0,2020-05-31 06:00:59
560,"RT @DataGuyRedux: #COVID19India #COVIDUpdates #Covid_19 #Covid_19india #COVID__19 

Total cases -: 181826
New Cases -: 8332
Growth rate -:…",panda quaratined??,Beyond Skies,0,20,2020-05-31 06:00:55
561,"RT @ranjona: If laypersons raise questions about the efficacy of a badly planned lockdown, we get called prophets of doom.
This letter is b…",Azuran Dravida,,0,20,2020-05-31 06:00:20
562,"Major chunk of the economy now active, time to be more careful in battling COVID-19: Highlights of PM Modi's Mann k… https://t.co/cOtYvti1dm",Free Press Journal,India,1,0,2020-05-31 05:59:32
563,"@MODIfiedVikas I believe ayurveda is the only solution in this pandemic of #COVID19India 

https://t.co/RZNZ0kjfuK",Tanmay Shankar ( ????? ???? ),????,1,0,2020-05-31 05:59:08
564,"RT @DataGuyRedux: #COVID19India #COVIDUpdates #Covid_19 #Covid_19india #COVID__19 

Total cases -: 181826
New Cases -: 8332
Growth rate -:…",Arun Mehra,Mumbai,0,20,2020-05-31 05:58:48
565,"RT @DataGuyRedux: #COVID19India #COVIDUpdates #Covid_19 #Covid_19india #COVID__19 

Total cases -: 181826
New Cases -: 8332
Growth rate -:…",krishnaswamy,,0,20,2020-05-31 05:58:41
566,RT @MapmyIndiaMove: 7964 new cases reported in the last 24 hrs in India. Stay updated #coronavirus stats in India with MapmyIndia COVID-19…,Vijay Mishra,Ahmedabad,0,4,2020-05-31 05:58:40
567,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",shubhu ????,India,0,217,2020-05-31 05:58:32
568,"RT @jershali: @PMOIndia Let's keep discussing till someone finds the vaccine for us. 
While ppl die and children cry.
While migrants walk a…",Nida ???? ????,?????,0,4,2020-05-31 05:58:19
569,"RT @DataGuyRedux: #COVID19India #COVIDUpdates #Covid_19 #Covid_19india #COVID__19 

Total cases -: 181826
New Cases -: 8332
Growth rate -:…",Param Malayil,,0,20,2020-05-31 05:58:02
570,"RT @AvdheshanandG: Your surrounding environment influences the state of your mind.  Try to create a divine, pure and beautiful surrounding…",RAJAT SISODIYA,India,0,218,2020-05-31 05:57:59
571,@ANI No one denying that as a big country we have far less cases than other countries but the fact is we have not t… https://t.co/6PbKIMYpin,$h@r!q ???? ????,"Delhi, India",0,0,2020-05-31 05:57:48
572,RT @Tradersschoice: In India Ludo King is dominating online gaming during peak of Lockdown due to  #COVID19India https://t.co/1Uresw14mJ,Himanshu Gupta,Chandigarh,0,1,2020-05-31 05:57:47
573,"@rohini_sgh People who think India keeps harsh lockdown rules, please refer ECQ protocols in Philippines… https://t.co/7bIg3DfBFr",Aditya Sharma,,0,0,2020-05-31 05:57:46
574,"RT @DataGuyRedux: #COVID19India #COVIDUpdates #Covid_19 #Covid_19india #COVID__19 

Total cases -: 181826
New Cases -: 8332
Growth rate -:…",Prasannasimha,Bangalore,0,20,2020-05-31 05:57:36
575,"@PMOIndia Let's keep discussing till someone finds the vaccine for us. 
While ppl die and children cry.
While migra… https://t.co/C8pFLbyAIq",Aisha Ali,India,1,4,2020-05-31 05:57:05
576,"RT @EnabledPhotogr1: Naveena Nair is a gifted #deaf artist from Kerala , I submitted her drawing to be included in my story published in Mi…",?????? - ?????- ??????,Bombay,0,1,2020-05-31 05:56:57
577,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…","Er. Alekhya Datta, CEng","Ghaziabad, India",0,217,2020-05-31 05:56:55
578,"RT @ranjona: If laypersons raise questions about the efficacy of a badly planned lockdown, we get called prophets of doom.
This letter is b…",Problematic Indian,,0,20,2020-05-31 05:56:10
579,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Sanjay Sharma,,0,217,2020-05-31 05:56:04
580,"RT @DataGuyRedux: #COVID19India #COVIDUpdates #Covid_19 #Covid_19india #COVID__19 

Total cases -: 181826
New Cases -: 8332
Growth rate -:…",Bodhisattwa Dasgupta,new delhi,0,20,2020-05-31 05:54:39
581,"RT @DataGuyRedux: #COVID19India #COVIDUpdates #Covid_19 #Covid_19india #COVID__19 

Total cases -: 181826
New Cases -: 8332
Growth rate -:…",Manoj Dinkar / ???? ?????,"Vashind, India",0,20,2020-05-31 05:54:35
582,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Nandik Trivedi,,0,217,2020-05-31 05:54:31
583,"RT @PIB_India: Updates on #COVID19India 

?? 82,369 patients cured; 11,264 cured in last 24 hrs

?? Recovery rate jumps to 47.40%

 ??1,26,…",FobTiruchirapalli GovtofIndia,,0,29,2020-05-31 05:54:10
584,UNLOCK 1.0 should not be treated as vaccine for COVID-19. Take precautions as per @WHO instructions and try to be s… https://t.co/ywD7pNorgB,Akshay Singh,,0,0,2020-05-31 05:54:02
585,India extends lockdown in 'containment zones' but allows partial reopening elsewhere.... #India #Unlock #Lockdown5… https://t.co/qhfhelVs5i,www.THEPIGEONEXPRESS.com,online,0,0,2020-05-31 05:54:00
586,RT @SatyaSontanam: Two years of unfavourable market conditions were already weighing on #metal players when Covid-19 struck a heavy blow. H…,BL Portfolio,,0,1,2020-05-31 05:53:49
587,RT @AcharjeeSandhya: The higher expectations of opposition is immensely reassuring that the @PMOIndia @narendramodi @BJP4India Govt is work…,Pushpamshah,"Goregaon West, Mumbai",0,2,2020-05-31 05:53:33
588,Two years of unfavourable market conditions were already weighing on #metal players when Covid-19 struck a heavy bl… https://t.co/d9E9OQhjN5,Satya Sontanam,India,1,1,2020-05-31 05:53:32
589,In India Ludo King is dominating online gaming during peak of Lockdown due to  #COVID19India https://t.co/1Uresw14mJ,Himanshu Gupta,Chandigarh,3,1,2020-05-31 05:53:25
590,"I m looking for those enthu cutlets who were screaming ‘Go Corona, Go Corona’ with all kinds of thali, katori, cham… https://t.co/JoiePwI1Ga",deepika sahu,India,2,0,2020-05-31 05:53:04
591,"RT @NewsIntervene: COVID-19: Don’t glamorize migrants’ misery, help them escape its repetition 
By Amar Bhushan
https://t.co/0UhRBLPnvv 
@n…",Vivek Sinha ????? ??????,"New Delhi, India",0,1,2020-05-31 05:53:03
592,"RT @DataGuyRedux: #COVID19India #COVIDUpdates #Covid_19 #Covid_19india #COVID__19 

Total cases -: 181826
New Cases -: 8332
Growth rate -:…",Siddharth Misra,LKO-Delhi-Goa-Bangalore,0,20,2020-05-31 05:52:55
593,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…","Rajat K Mahajan, BJP","Noida, Uttar Pradesh",0,217,2020-05-31 05:52:04
594,"RT @ranjona: If laypersons raise questions about the efficacy of a badly planned lockdown, we get called prophets of doom.
This letter is b…",swetha prashant,,0,20,2020-05-31 05:50:51
595,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Kumar Chunduri,Oman,0,217,2020-05-31 05:50:25
596,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Arpit Gangwar,Bisalpur ,0,217,2020-05-31 05:50:24
597,"Kolkata maintaining physical distancing at its best. Courtesy - WBTC Government Buses.
#COVID19India 
#gocorona… https://t.co/xpWUQpflkl",Saurav Dutta,Earth,0,0,2020-05-31 05:50:21
598,Fight against #COVID19 is also being powered by the innovative spirit of citizens: #PMModi in #MannKiBaat… https://t.co/U2yW6KFXXa,IANS Tweets,New Delhi,0,0,2020-05-31 05:50:17
599,Yes it's #COVID19India https://t.co/7eTQ5ljXxK,viralmakwana,"Ahmadabad City, India",0,0,2020-05-31 05:49:59
600,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Abishek,"Chennai, India",0,217,2020-05-31 05:49:59
601,"I couldn’t imagine myself being a doctor my temperature is been checked by the Security Guard .!

Have u ever expec… https://t.co/Vicv8Vu5zk",Danish Ahmed,Bangalore ,3,1,2020-05-31 05:49:08
602,"COVID-19: Don’t glamorize migrants’ misery, help them escape its repetition 
By Amar Bhushan… https://t.co/H9lfsiOg24",News Intervention,"New Delhi, India",0,1,2020-05-31 05:48:17
603,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases rise, India's ACTIVE cases have declined for the first time compared to previou…",Amit. Kumar,"Bihar, India",0,875,2020-05-31 05:48:06
604,"RT @iamchaitanyav: In #India people are not allowed to come out of house , while in #American people are taking trip to #InternationalSpace…",Rahul Prakash ,"Chennai, India",0,1,2020-05-31 05:47:42
605,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Amit. Kumar,"Bihar, India",0,217,2020-05-31 05:47:35
606,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",MeghaSharma,"Noida, India",0,217,2020-05-31 05:47:17
607,RT @iamkataria: Gurugram corona update 30-5-20 157 cases location #gurgaon #gurugram #COVID19India https://t.co/i3Bpj5eDxx,Richa Agarwal,"New Delhi, India",0,3,2020-05-31 05:46:36
608,"RT @Sachbang: Check out @PetaIndia’s full page pro-veg ad in today’s Mumbai and Delhi editions of The Times of India @timesofindia! 

#Indi…",Sachin singh,Mumbai Sion,0,6,2020-05-31 05:46:28
609,#COVID19India the closed cases has passed active cases . Now we are ready to live with the virus without pressuring… https://t.co/dYL5AE3vz4,Abhishek Jaiswal,INDIA,0,0,2020-05-31 05:45:50
610,"Could it be possible to ask or order all companies with labourers from different states, if they do not arrange med… https://t.co/LldIHXG7xj",anurag,"New Delhi, India",0,0,2020-05-31 05:45:47
611,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",vinodsingh_75,"Gurgaon, India",0,217,2020-05-31 05:45:33
612,"The fight against #corona is peoples driven, says #PMModi (@narendramodi)

#Covid_19 #COVID19India #MannKiBaat https://t.co/cxXWYs9ppX",IANS Tweets,New Delhi,2,0,2020-05-31 05:44:17
613,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Rajiv Chadha,Muscat Oman,0,217,2020-05-31 05:44:15
614,"RT @timesofindia: Five-star hotels, houseboats among paid Covid-19 quarantine facilities for those flying into Srinagar 

The administratio…",Varun Vijay,"Bengaluru, India",0,4,2020-05-31 05:43:49
615,"RT @AvdheshanandG: Your surrounding environment influences the state of your mind.  Try to create a divine, pure and beautiful surrounding…",Rahul Goyar bjp,bhawanimandi ,0,219,2020-05-31 05:43:35
616,"RT @Sachbang: Check out @PetaIndia’s full page pro-veg ad in today’s Mumbai and Delhi editions of The Times of India @timesofindia! 

#Indi…",Hiraj Laljani,"Mumbai, India",0,6,2020-05-31 05:43:06
617,"RT @ranjona: If laypersons raise questions about the efficacy of a badly planned lockdown, we get called prophets of doom.
This letter is b…",Kumar,India,0,20,2020-05-31 05:43:05
618,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Balaji Parthasarathy,"Chennai, India",0,217,2020-05-31 05:43:03
619,"RT @city19web: #Maharashtra punched hard enough on 29th to flatten the curve of whole india but that's only for few days.

Marginal increas…",Anish Malpani,India,0,4,2020-05-31 05:42:41
620,Check out @PetaIndia’s full page pro-veg ad in today’s Mumbai and Delhi editions of The Times of India … https://t.co/jQUPLQjYLI,Sachin Bangera,"Mumbai, India",16,6,2020-05-31 05:42:30
621,India is a sociologist's paradise and a nightmare of an economist's...this book with all its limitations-can be use… https://t.co/at0qLvRIWt,Atharv Desai,????,0,0,2020-05-31 05:42:29
622,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",?????????? ????,India,0,217,2020-05-31 05:42:13
623,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Dev ????, UAE,0,217,2020-05-31 05:42:08
624,"RT @TOIDelhi: PPE kits, masks and sanitisers on sale at Bhagirath Palace, Chandni Chowk #Delhi #COVID19India https://t.co/DdU9YdDL7g",shakti singh,Varanasi,0,6,2020-05-31 05:41:48
625,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Mohan Parab,,0,217,2020-05-31 05:40:54
626,"We'll overtake Germany today &amp; France tomorrow to be the 7th largest positive cases 
#COVID19 
#COVID19India https://t.co/x95DlskVoA",Jills Daniel ????? ???????,????? ,0,0,2020-05-31 05:40:26
627,"Will number of cases increase when lockdown is relaxed in phasee manner ?

#Lockdown5
#CoronaUpdates… https://t.co/XZ7pdFu6ZU",x-R,"Mumbai, India",0,0,2020-05-31 05:40:01
628,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Byaatmiyan,"Mumbai, India",0,217,2020-05-31 05:39:35
629,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",???????????? ????????? ????????? Ramamurthy,Chennai,0,217,2020-05-31 05:39:11
630,RT @durgeshjhaTOI: #COVID19India At least 3 top doctors including the director of Lok Nayak hospital and dean of UCMS test positive for #CO…,Marisha Thakur,,0,33,2020-05-31 05:39:06
631,"RT @BlogDrive: Bad News: #India after 40 years is into #recession2020. And #COVID19India is a factor but not entirely responsible. 

Econom…",notsakhibshaikhs7,"Mumbai, India",0,6,2020-05-31 05:38:56
632,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Shivani Sahay,,0,217,2020-05-31 05:38:35
633,"RT @anuradhatanwar1: #unlockone 
So basically we surrender ??
#FightagainstCoronavirus ?
#FightAgainstCorona ?

#coronavirus #COVID19India #…",Ashish Shukla,,0,3,2020-05-31 05:38:33
634,"RT @BlogDrive: Bad News: #India after 40 years is into #recession2020. And #COVID19India is a factor but not entirely responsible. 

Econom…",?? i ????? ?????? ??,,0,6,2020-05-31 05:38:25
635,"India records 8,380 new coronavirus cases in 24-hour taking total tally over 182,000 #India #COVID19India… https://t.co/3sedlndmgW",The Pigeon Express - TPE,online,0,0,2020-05-31 05:38:01
636,"Ashvagandha anti viral. Immunity booster. Against corona very effective. #CoronaPandemic
#COVID19India… https://t.co/6NMKdYcBDi",Nirav Ranjan,"Ahmadabad City, India",0,0,2020-05-31 05:37:35
637,"RT @AvdheshanandG: Your surrounding environment influences the state of your mind.  Try to create a divine, pure and beautiful surrounding…",Ivivek Maheta,India,0,219,2020-05-31 05:37:25
638,"RT @PatanjaliDairy: Stay Home!
Stay Healthy!
As you stay at home, indulge in a healthy and tasty treat with Patanjali Dairy products that a…",Amrendra Kumar,,0,28,2020-05-31 05:37:08
639,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",anir1uph,"Honolulu, Hawaii, USA",0,217,2020-05-31 05:36:59
640,"Take a look: #COVID19 cases and deaths

#Covid_19 #CoronavirusLockdown #COVID19India https://t.co/ORrr2fHKvm",IANS Tweets,New Delhi,4,1,2020-05-31 05:36:38
641,"In #India people are not allowed to come out of house , while in #American people are taking trip to… https://t.co/bZOb6I0ff0",Chaitanya,,1,1,2020-05-31 05:36:16
642,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Siba,"Bengaluru, India",0,217,2020-05-31 05:35:51
643,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Deepak Chhabra,"New Delhi, India",0,217,2020-05-31 05:35:47
644,"RT @AvdheshanandG: Your surrounding environment influences the state of your mind.  Try to create a divine, pure and beautiful surrounding…",Rajiv Singh,"Lucknow, India",0,219,2020-05-31 05:35:44
645,"RT @AvdheshanandG: Your surrounding environment influences the state of your mind.  Try to create a divine, pure and beautiful surrounding…",Pappuramyp Jodhpur,,0,219,2020-05-31 05:35:40
646,"RT @DaharwalK: #BreakingBad 
??India adds
8380 new cases in last 24hrs

??Shakha Analysts promised us #COVID19India curves ? Flattening from…",?????????? Freudian_Mutiny,,0,12,2020-05-31 05:35:06
647,"RT @ranjona: If laypersons raise questions about the efficacy of a badly planned lockdown, we get called prophets of doom.
This letter is b…",????   Latif,,0,20,2020-05-31 05:34:53
648,"Lockdown 5.0: MHA Issues Guidelines

#MHA #Lockdown4 #LockdownEnd 
#COVID19 #CoronaVirusUpdates
#COVID__19… https://t.co/3fGtHWkEG1",DIGITAL WOMEN,New delhi,0,0,2020-05-31 05:34:45
649,#COVID19India is just a reality check of so called worship ideologies of Actors in India. Some MegaActors only quot… https://t.co/HNnt1VuYDM,Ankit Anuj,kota,1,0,2020-05-31 05:34:34
650,"RT @anuradhatanwar1: #unlockone 
So basically we surrender ??
#FightagainstCoronavirus ?
#FightAgainstCorona ?

#coronavirus #COVID19India #…",DineshNandral07????????????????????????????,Uttarakhand New  tehri  city,0,3,2020-05-31 05:34:23
651,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Dr Ankit Raj,"Punsia Bazar, Banka,Bihar",0,217,2020-05-31 05:34:18
652,"King aisa 10:90 offer haath se jaane nahi dete, abb bache hai sirf 9 din!

Book with just 10% and balance in 2 easy… https://t.co/aeA8fQL2Iz",Gaurs Group,Noida,0,0,2020-05-31 05:34:11
653,"#unlockone 
So basically we surrender ??
#FightagainstCoronavirus ?
#FightAgainstCorona ?

#coronavirus… https://t.co/xxsQyVAtUm",Anu Rajput????,New Delhi,14,3,2020-05-31 05:33:45
654,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Tejendra P Singh | ?????????,New Delhi,0,217,2020-05-31 05:33:40
655,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Aatmanirbhar Cyberabadi ????,Cyberabad,0,217,2020-05-31 05:33:36
656,"Whenever relaxations are announced India continues to record more #COVID19India cases, #Lockdown5 or #Unlock1 we ou… https://t.co/sOmqux3pi1",Arasu,"Bangalore, Karnataka",0,0,2020-05-31 05:33:32
657,"#Covid19India records highest single-day spike of 8,380 cases death toll climbs to 5,164

https://t.co/3fSXUoA8gn",Udayavani,Manipal,2,0,2020-05-31 05:33:28
658,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Saurav Chatterjee,Non-constant,0,217,2020-05-31 05:33:02
659,On this occasion of #WorldNoTobaccoDay let’s take a pledge to make our environment free from the smoke so that our… https://t.co/wpU84FlCoD,"Sir C.R.Reddy College of Engineering,Eluru","Eluru, India",3,1,2020-05-31 05:32:29
660,"RT @ranjona: If laypersons raise questions about the efficacy of a badly planned lockdown, we get called prophets of doom.
This letter is b…",Dr Hyde,Ubiquitos,0,20,2020-05-31 05:32:22
661,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Ram Gaggar,"Mumbai, Maharashtra, India",0,217,2020-05-31 05:32:06
662,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",VIJAYA KUMAR,"Trivandrum, India",0,217,2020-05-31 05:31:46
663,"RT @ranjona: If laypersons raise questions about the efficacy of a badly planned lockdown, we get called prophets of doom.
This letter is b…",Summit Attempt,,0,20,2020-05-31 05:31:18
664,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases rise, India's ACTIVE cases have declined for the first time compared to previou…",Tanvi7,,0,875,2020-05-31 05:30:49
665,"Otherwise we'll end up becoming a joke in front of the world. Importantly, ~3 months of sacrifice of indians should… https://t.co/eTaXL2549l",Dhruman Daxini,,4,0,2020-05-31 05:30:44
666,"May 31 - covid 19 started loosing headlines from today 
Just sow Akshay Kumar on frnt page 
#COVID19India #Lockdown5",Vipin,India,0,0,2020-05-31 05:30:12
667,"RT @arelanikhil: URGENT!
A friend's relative is diagnosed with COVID &amp; admitted in ICU in Delhi.
Looking for someone who has recovered from…",Aftab Khan,Delhi,0,26,2020-05-31 05:30:00
668,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Rahul Chaudhary,India,0,217,2020-05-31 05:29:52
669,"RT @mohanty_swarup: Look at what I found at BKC - on the road, today morning ????

#COVID19India https://t.co/sRlxkgJDtt",BSE Institute Ltd.,"Mumbai, India",0,8,2020-05-31 05:29:31
670,"RT @ranjona: If laypersons raise questions about the efficacy of a badly planned lockdown, we get called prophets of doom.
This letter is b…",Nina Arora,"Mumbai, India",0,20,2020-05-31 05:29:27
671,"RT @ranjona: If laypersons raise questions about the efficacy of a badly planned lockdown, we get called prophets of doom.
This letter is b…",ThinkingAllowed ????,Where Humanity Lives,0,20,2020-05-31 05:29:21
672,Boycotting Chinese products could be the best way to send a strong message to China and support our country… https://t.co/kuFeBxeeaW,Rahul Mahajan,"New Delhi, India",1,0,2020-05-31 05:29:20
673,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Tattvam Asi (???????? ???!),India/UK/Bharat Rakshak,0,217,2020-05-31 05:29:16
674,@AUThackeray @OfficeofUT whenever this situation is in control. This is an opportunity to redevelop the chawls of M… https://t.co/WfTl54Oh90,Suuuumya ????,"Mumbai, Maharashtra",0,0,2020-05-31 05:28:59
675,"RT @ranjona: If laypersons raise questions about the efficacy of a badly planned lockdown, we get called prophets of doom.
This letter is b…",Sebastian,"?????, ????",0,20,2020-05-31 05:28:14
676,"RT @AvdheshanandG: Your surrounding environment influences the state of your mind.  Try to create a divine, pure and beautiful surrounding…",Krishna, India,0,219,2020-05-31 05:28:12
677,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Kaushal Vyas,Ahmedabad,0,217,2020-05-31 05:27:55
678,RT @mrpritam: One Salute ?? to A Real ??Dabangg Super Megastar @BeingSalmanKhan for providing Assistance to #MumbaiPolice during #COVID19Indi…,Narendra Purohit,"Raniwara , Rajasthan ",0,18,2020-05-31 05:27:47
679,"RT @hmdhealthcare: Vaccination preventable diseases Diphtheria, Cervical cancer, Cholera, Hep B, Influenza Japanese encephalitis, Measles,…",JINU JAMES,Kochi,0,2,2020-05-31 05:27:24
680,"RT @Krishna1492: A tribute to #Vadodara’s front-line warriors in this fight against a global pandemic...

A salute to Sanskari Nagari - #ba…",Kushagra Purohit,Vadodara,0,1,2020-05-31 05:27:07
681,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Praveen Sharma,New Delhi India,0,217,2020-05-31 05:26:46
682,RT @Sajidhssy: Exams were postponed when there were only a few cases of corona and now give exam dates when the cases are out of control...…,Sarfaraz Shah,,0,1,2020-05-31 05:26:27
683,"??Respect for all, reward for the worthy?, reservation for none.????
#GeneralPromotionToMPStudents… https://t.co/0yaIJfqJs6",ArJun SinGh RajPut,Akoliya(Barnagar),1,0,2020-05-31 05:26:22
684,"@TMCaTweetAway @malavi_sandeep #COVID19India #Lockdown5 #vijaysinghal
Please share the guideline to be followed any… https://t.co/RdIbijoq3U",Meenaxee Padhy,Thane,0,0,2020-05-31 05:26:19
685,"RT @AvdheshanandG: Your surrounding environment influences the state of your mind.  Try to create a divine, pure and beautiful surrounding…",?????? ????,"Indore, India",0,219,2020-05-31 05:26:13
686,"RT @ranjona: If laypersons raise questions about the efficacy of a badly planned lockdown, we get called prophets of doom.
This letter is b…",The Night is Dark ?????????,,0,20,2020-05-31 05:25:29
687,"RT @abantika77: Full text of the Joint statement by IPHA, IAPSM &amp; Indian Association of Epidemiologists #communitytransmission #COVID19Indi…",???,"New Delhi, India",0,11,2020-05-31 05:25:16
688,"RT @ranjona: If laypersons raise questions about the efficacy of a badly planned lockdown, we get called prophets of doom.
This letter is b…",SonaliRanade,Seattle,0,20,2020-05-31 05:24:58
689,"Association for a Noble Cause with @AlediaSunil ji
#Thanks2gether
@CHDIndia 
#SundayThoughts 
#COVID19India… https://t.co/D449RB3yIP",Ashwani Kumar Ahlawat,New Delhi.,5,0,2020-05-31 05:24:56
690,This is How World Behaving ?? #COVID19India @kullisaini @PawleKrishna https://t.co/POgJkQWjzr,Nagendra Rathore,"Mumbai, India",2,0,2020-05-31 05:24:56
691,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Prashant Patil ??????? ???????????,,0,217,2020-05-31 05:24:09
692,"Marking the biggest one day jump so far
Got 8000+ new patient in one day
#india #COVID19India #CoronaUpdatesInIndia… https://t.co/bIcDFiNqQF",Ravi Pokharkar,"Pune, India",0,0,2020-05-31 05:24:06
693,@narendramodi #COVID19India induced #Lockdown5 se aise hi sign-off kar rahe hain jaise @BeingSalmanKhan #BiggBoss s… https://t.co/6ibL61MZ90,Rishabh Jhol,"New Delhi, India",0,0,2020-05-31 05:24:01
694,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",bharat,"Bihar, India",0,217,2020-05-31 05:23:28
695,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",SubodhBhatnagar,"Jaipur, India, Ontario ",0,217,2020-05-31 05:23:26
696,RT @FactlyIndia: #COVID19India Status as of 8 AM today https://t.co/EtQVOBk2kR,Rakesh Dubbudu,Hyderabad,0,1,2020-05-31 05:23:00
