Tweets,User,User_location,fav_count,rt_count,tweet_date
As a #marketing student learn from recent #COVID19Lockdown. What is happening in #Unlock1 #UnlockIndia is called… https://t.co/ZDcYt2T1uQ,Mayur Vyas,Ahmedabad,1,0,2020-05-31 02:42:45
"A big relief indeed but still each individual needs to be careful. If counts were still increasing in lockdown, the… https://t.co/TFBey6zVDF",Kumar Ashutosh,"Pune, India",1,0,2020-05-31 02:00:37
"Finally, lockdown to unlock 1. #COVID2019 Live with corona with social distancing. #unlockone  #UnlockIndia https://t.co/9qSgSvpNT0",Arulkumar.K,Madanapalle,1,0,2020-05-31 01:51:31
@CNNnews18 Lockdown rukne kam name hi nhi le rha #Lockdown5 #UnlockIndia #Unlock #GovernmentUnusual,Manish Jha,"Surat, India",0,0,2020-05-31 00:42:59
"Send #Migrants home 
#UnlockIndia
Build more shelter in next few weeks - #believe me its doable
Massive barren land… https://t.co/jqZPZNBwNh",Laukik,Bombay,1,0,2020-05-30 22:43:19
"Such a hypothetical society. Everone who wanted more autonomy to state are still crying?

Lockdown was to prepare o… https://t.co/EbpURuI4vK",Indian Youth,India,1,1,2020-05-30 22:14:48
#chitti please #UnlockIndia,🤴🏽,India,0,0,2020-05-30 21:32:28
#MinistryOfHomeAffairs on Saturday issued fresh guidelines to reopen the country in phased manner as the  #LockDown… https://t.co/D0SwFMY6mf,Capt. Prashant tuteja,"Gurgaon, India",2,1,2020-05-30 21:26:16
"Lockdown 5.0 is basically a phase to unlock everything to normal. #Lockdown5 = #Unlock1 
#Lockdown5point0… https://t.co/CLw04CtzFh",Humari Baat,"Chandigarh, India",6,4,2020-05-30 21:01:08
#Unlock #Unlock1Point0 #UnlockIndia Updated https://t.co/Wpd4dILb8e,Sarayu,,1,2,2020-05-30 20:47:44
"Unlock 1.0!

#Unlock1 #UnlockIndia #Unlock1 #IndiaUnlocked #IndiaFightsCorona #COVID19 https://t.co/oEuEdBbzgi",WEXT.in Ventures (formerly WEXT.in Community),"New Delhi, India",0,0,2020-05-30 20:41:07
@Rajeshsonusingh Just for getting points for election and showing others. And for this they actually decrease the n… https://t.co/H2GOgi5qWR,HITESH KUMAR MEENA,"Jaipur, India",1,1,2020-05-30 20:26:19
"I was so happy about #UnlockIndia, but whoever I talk to, they reply ""You are not going anywhere""!
😒",MeghaSharma,"Noida, India",1,0,2020-05-30 20:15:21
"Actually, Here is a simple &amp; clear meaning of #Unlock1 &amp; #Lockdown5 in India

#Unlock #Lockdown #UnlockIndia… https://t.co/jDF8gnUYAa",WEXT.in Ventures (formerly WEXT.in Community),"New Delhi, India",2,0,2020-05-30 19:54:19
"#UnlockIndia
Why not gyms??
Malls aren’t necessary, gyms are better for your physical strength",AaYush Sirigiri,"Chaitanyapuri, Hayathnagar",2,0,2020-05-30 19:46:52
"it is a good option to reopon the market because many small businesses completely broke down from the lockdown.  
#Unlock1 
#UnlockIndia",manmohan shukla, india ,0,0,2020-05-30 19:27:02
"#UnlockIndia Starting from June 1, mentioned in the guidelines from #MinistryOfHomeAffairs today grants permission… https://t.co/gHBOdsqeqv",Rishabh Kaushal,"Bengaluru, India",0,0,2020-05-30 19:26:37
MHA with new guidelines to prevent spread of covid-19. #Lockdown5 #lockdownextension #UnlockIndia #IndiaFightsCorona https://t.co/mmt8jrxCsk,Durbeen Doctor,India,0,1,2020-05-30 19:23:59
May i know what will be allowed in unlock phase 1. @amtcitypolice #UnlockIndia,kaching Hustler,,0,0,2020-05-30 19:16:46
@OfficeofUT @AUThackeray now that centre has opened quite a few things. Pvt companies might force employees to come… https://t.co/eymZgLflyV,ashish,,0,0,2020-05-30 18:53:09
"#UnlockIndia
People are against restaurant and mall opening. Has government passed some bill that every citizen sho… https://t.co/m2C0PARDsx",Adi,,1,0,2020-05-30 18:25:09
"#UnlockIndia 
300 case lockdown
500 + thali and garba dance
2000 + lighting
10000 + flight post
30000 + liquor part… https://t.co/BfxVJhMBLl",ADV B N DESAI,"Mumbai, India",5,0,2020-05-30 18:14:39
"@SadhviPragya_MP In #AIIMS"" @BJP4India @BJP4MP After 'Missing' Posters Surface In #Bhopal #protests
#lockdown2020… https://t.co/H1fKAv7fGn",Anurag Dwary,"New Delhi, India",1,0,2020-05-30 18:04:02
"@PMOIndia @narendramodi before opening to schools and colleges , open the @RajyaSabha @loksabha… https://t.co/ZOpJmHQz3k",Digvijay,India,1,0,2020-05-30 17:59:16
"#Unlock #Unlock1 #unlockone #UnlockIndia #Lockdown5point0 #lockdown5  @narendramodi @RahulGandhi 

What do you think ?",उदित 🇮🇳,"Roorkee, India",0,0,2020-05-30 17:59:09
"Please stop cribbing that the cases are increasing, otherwise the govt will start fudging those number in a BIG way… https://t.co/OQyWcagadG",Divya Rai,Hidden Crevasses of Your Being,4,0,2020-05-30 17:57:29
"Lockdown khatam hone ki Khushi or exams shuru hone ka dard, coronavirus giving so many emotion experiences
#LockdownExtended #UnlockIndia",ankit kumar,"Ranchi, India",1,0,2020-05-30 17:54:31
"Wake up Seed
#Unlock1.0

#Lockdown5point0 #unlockingindia  #UnlockIndia #unlock_1 #Unlock1 # https://t.co/yLRKByynB1",Kunaljit Deb 🇮🇳,"Assam, India",0,0,2020-05-30 17:47:09
"With news of this #unlockone my feeling is ""Majburi mei shuru Kiye the, ab maza aa raha hai""
#Lockdown5point0 #Unlock #Unlock1 #UnlockIndia",Chandra Sekhar Patra,,0,0,2020-05-30 17:46:24
This is #Unlock1 #UnlockIndia ..... Life slowly but steadily will be back on track but very carefully too. Thanks @narendramodi Sir.,Ritu Gupta,New Delhi,8,1,2020-05-30 17:44:51
"Unlock 1.0 
#UnlockIndia https://t.co/XWwYDVPGr1",Pallavi,San Junipero,8,2,2020-05-30 17:44:24
"#JustAsking #UnlockIndia
#Lockdown5Guidelines
When are Dental Clinics opening in #Pune...?

#Dentist #Dental #Clinic",Commander Vikram W Karve,,8,1,2020-05-30 17:41:18
What's the fucking logic in opening restaurants and malls but keeping gyms closed? This government is drunk on powe… https://t.co/Yy0VbLuRjU,Raj,"Cupertino, CA",11,3,2020-05-30 17:39:22
"India's uptake trajectory of #coronavirus can be best described as ""orbit shifting"".
We now enter into new orbit of… https://t.co/kPeLqPpJ8O",Ranjeet M,"Thane, India",0,0,2020-05-30 17:32:47
"""Unlock1"": Malls, Restaurants, Places Of Worship To Reopen June 8 - NDTV https://t.co/L7iEUpXyC0
#Unlock1… https://t.co/BtQrjBmLbh",Mohammed Farzan Ahmed,Hyderabad Telangana ,1,1,2020-05-30 17:29:01
"⚡️ “Quotes by Me - May”

#unlock #UnlockIndia #Unlock1 #myquotes
 
https://t.co/uaWvlfXnqr",Manju Lata,India,0,0,2020-05-30 17:23:02
@TwitterMoments | All You Need To Know About Phase-wise #Unlock Plan By @PIBHomeAffairs Covered in series of Tweets… https://t.co/PH3kjeWPxT,Pratyush Ranjan,"New Delhi, India",0,1,2020-05-30 17:22:55
"Now it's all about our sense of responsibility.
#Unlock1 
#unlockone 
#UnlockIndia",Ritika Sanwal (Pahadan) 🗻 #Uttarakhandi,"Almora, India",6,0,2020-05-30 17:18:34
"- Unlock1 will be implemented from Monday
- Mask and social distance still compulsory
- The decision of opening Edu… https://t.co/s8qoW9lRvn",Ahmedabad Live,"Ahmadabad City, India",0,0,2020-05-30 17:10:30
"Lockdown Started At 350 Cases / Day And Today We Have 1,80,000+ Cases, 7500+ New Cases Every Day.

Yet Lock Down is… https://t.co/xuV4ujFk88",IKalania,"Mumbai, India",2,0,2020-05-30 16:54:38
"He will be back soon 😜😝

#unlock #unlockdown #unlockone 
#hotels #UnlockIndia https://t.co/bx8T5CaKge",Jhumroo,India,10,1,2020-05-30 16:53:21
#UnlockIndia or #coronavirus part 2 ...     what is more appropriate in the current situation,Adv. Prakash Kashyap 🇮🇳,भारत,0,0,2020-05-30 16:50:01
"#lockdown imposed on 500 #coronavirus patient, now with 200 Thousand patient starting #UnlockIndia 
#अंधेर_नगरी_चौपट्ट_राजा...",Yogendra Yadav,Allahabad India,2,0,2020-05-30 16:49:18
After two months everyone will be able to go to the restaurant and bars again. #UnlockIndia,Piyush Pranami,"Modasa | Ahmedabad, India",7,0,2020-05-30 16:41:03
"@pbhushan1 While I may disagree with most decisions of Modi Govt, but I agree with #UnlockIndia. The eco and human… https://t.co/XfBUWEs7hg",arvind,India,3,0,2020-05-30 16:34:26
"Guildlines by MHA on unlock 1.0 
#ContainmentZones #lockdown #unlock #UnlockIndia #CoronaVirusUpdates #June2020… https://t.co/4eB4KyQYDj",Instant Bugle,,0,0,2020-05-30 16:34:04
"Guildlines by MHA on unlock 1.0 
#ContainmentZones #lockdown #unlock #UnlockIndia #CoronaVirusUpdates #June2020… https://t.co/Cxhys2udNu",Instant Bugle,,1,0,2020-05-30 16:33:59
"Lockdown extended. Unlock begins. All you need to know in 1 minute.

#unlock #UnlockIndia #unlockingindia #unlock1… https://t.co/DdzudLRBXB",India Thinks,"Hyderabad, India",1,0,2020-05-30 16:32:47
"Pause before you react

Pause before you assume

Pause before you regret

#BREAK_THE_SILENCE 
#lockdown… https://t.co/GubNsCXNbj",MoGaMbO,PKMKB,3,4,2020-05-30 16:32:00
"As #Lockdown5 begins or #UnlockIndia begins, let's follow this since government doesn't care..so Save Your Soul!… https://t.co/U8DbzBB5nw",Shubhashish  Sarkar,"Gurgaon, India",0,0,2020-05-30 16:29:06
#Lockdown5 is #unlockone1: Here's what will open and when https://t.co/f444nb3Z0R #unlockone #UnlockIndia #lockdown,DNA,India,10,1,2020-05-30 16:24:28
"Welcomed #UnlockIndia 1.0 from 1st June 2020,
As #lockdownIndia till 1.0 - 4.0 for #COVID19 in #India  really tough… https://t.co/pQmGOCuuku",Dr. Debasish Chakrabarty,"Bardhaman, India",1,1,2020-05-30 16:12:23
"So #UnlockIndia starts now, in phases... but Assam has already been in unlock mode for over two weeks now... so thi… https://t.co/ChBVwBOQnO",bidisha singha,Guwahati,0,0,2020-05-30 16:05:58
@COVIDNewsByMIB @AnissaNabi1 @HMOIndia @AmitShah @PIBHomeAffairs @airnewsalerts @DDNewslive @ndmaindia @MoHFW_INDIA… https://t.co/gSAs4OJOcd,🇮🇳Anurag Kashyap🔱shivaholic🔱,"Bhagalpur, India ",1,0,2020-05-30 15:49:10
"#Rajasthan #COVID19 #CovidUpdates #Jaipur 

Today's total 252 cases have been reported till 8.30 pm, out of which 2… https://t.co/FGCKOrDhyV",PANKAJ KUMAR,JAIPUR,0,0,2020-05-30 15:29:12
"Nowadays,word “lockdown” has became a wage term,
So here comes  word “unlock"" into play #UnlockIndia",Sushant 🇮🇳,"New Delhi, India",0,0,2020-05-30 15:25:22
"As anticipated #Lockdown5 is here and for good 30 days. However, this lockdown seems to be limited only to… https://t.co/u5sOj3VKb4",Atul Gaur,"Pune, Maharashtra, India",0,0,2020-05-30 15:24:53
Congratulations friends!!! From 1st June Corona on night duty only (9pm to 5am) and  taking rest during day time. F… https://t.co/9TY8aS01O9,Satish Raina,,0,0,2020-05-30 15:22:45
@HardeepSPuri @DrSJaishankar.. MHA announces #UNLOCKINDIA... IN 3 PHASES.. INTERNATIONAL FLIGHTS TO BRING POTENTIAL… https://t.co/SpzvlYf8Ra,N2,HK,0,0,2020-05-30 15:05:54
"Now no more #lockdown 
Now no more #negativity
Now no more #businesses shutdowns
#Government_of_India has come up w… https://t.co/og0LuiMqEh",Oditorz,,0,0,2020-05-30 15:02:10
"What will next??? 

Modia will Explain his Followers 

How is the  Death of Corona patients in BJP rule states are… https://t.co/1QtMHA0QP2",PKTheAlien AC Wala,,0,0,2020-05-30 14:50:34
The key to #UnlockIndia #Unlock1.0 https://t.co/34hlQ68Plj,CNBC-AWAAZ,India,35,6,2020-05-30 14:50:18
"Opening of religious places, swimming pools, gyms, auditoriums, malls... Are these things that important to get ope… https://t.co/1orZSx8cuh",Moniil.N,"Mumbai, India",0,0,2020-05-30 14:42:22
"#UnlockIndia
#BeOnYourDeskNow
#WorkWorkingWorkBest
#Lockdown5 
#lockdownguidelines 
#indiaopensNowfromJune.
Enjoy… https://t.co/i5HVWcwVLN",Slogantagsz Clear Displays-SmartSenseTechnology,,2,0,2020-05-30 14:36:34
"Unlock 1.0: What's open and from when
In Phase I: religious places and worship for public, hotels, restaurants and… https://t.co/pHwau4iwKS",Mansoor Ali,Mumbai (India),0,0,2020-05-30 14:36:13
"Will other cities ease lockdown from June onwards. #ITVideo 

(@TanushreePande ; @delayedjab) 
#Lockdown5… https://t.co/pFTH5GdtXu",IndiaToday,India,17,2,2020-05-30 14:11:58
#UnlockIndia will begin from 8th June 2020.,pawan sharma,"Jammu, Jammu And Kashmir",2,0,2020-05-30 14:09:46
"1 June se Hoga Hindustan unlock 
#unlock1 #HindustanUnlock #unlockindia Are you happy? https://t.co/9oOoJnPoPK",⚡乙Ꭵᗩ ᑌᒪ ᕼᗩɊᑌᗴ ╚»ᵀᴿᴬᴰᴱᴿ ᴬᴺᴬᴸᵞˢᵀ ᴬᴰᵛᴵˢᴼᴿ«╝,"Mumbai, India",32,2,2020-05-30 13:56:06
"Positivity that starts with name it self 

Lockdown  to Unlock!

मेरा देश फ्री देश!

#IndiaFightsCorona 
#unlock1
#unlockindia",Parth,"गुजरात, भारत",3,0,2020-05-30 13:54:31
"#Unlock India Announced.

Ab sari responsibilitiy PUBLIC ki hogi ..start living with #corona

Mask pahno

Door door… https://t.co/TGU0wFgycL",Deepak Singh Kushwah,MP09,6,1,2020-05-30 13:32:41
#Mha Issues New Guidelines For Lockdown 5.0.#Lockdown Extended Till 30th June Only In Containment Zones.… https://t.co/JvkSwEye5L,Gujarat Development,"Ahmadabad City, India",1,0,2020-05-30 13:30:47
Govt has finally reached “jo hoga dekha jayega” stage 😬😑 #UnlockIndia #Lockdown #Unlock1 #COVID19India #Lockdownextention,The Ordinary Indian,Globe Trotter,0,0,2020-05-30 13:30:33
"@anandmahindra Like we UNLOCK  our devices with proper PASSWORD  .... this unlock  should also be with proper  ""PRE… https://t.co/SW0deUe1ZH",Ravindra 😍✌🇮🇳,India 🇮🇳,18,0,2020-05-30 13:10:56
